Start Station,DoWS,mean,Conf_L,Conf_H,landmark,dockcount,Recommendation,Adjust Low End,Adjust High End
Grant Avenue at Columbus Avenue,3,-13.2692307692,-1.9660633484162879,1.7692307692307701,San Francisco,15.0,REBALANCE! Remove bikes,12.0,16.0
Grant Avenue at Columbus Avenue,4,-10.1923076923,-1.0804195804195817,1.0158371040723981,San Francisco,15.0,REBALANCE! Remove bikes,10.0,12.0
Grant Avenue at Columbus Avenue,5,-1.69230769231,-1.2124542124542124,1.3423076923076924,San Francisco,15.0,REBALANCE! Remove bikes,1.0,4.0
Grant Avenue at Columbus Avenue,6,-2.18518518519,-1.5244922341696534,1.1226851851851851,San Francisco,15.0,REBALANCE! Remove bikes,1.0,4.0
Harry Bridges Plaza (Ferry Building),0,1.84615384615,-1.9615384615384617,2.9433198380566803,San Francisco,23.0,DO NOT REBALANCE!,4.0,2.0
Harry Bridges Plaza (Ferry Building),1,1.61538461538,-1.4953846153846153,1.313186813186813,San Francisco,23.0,REBALANCE! Add bikes,4.0,1.0
Harry Bridges Plaza (Ferry Building),2,2.26923076923,-1.5504807692307692,1.7641025641025641,San Francisco,23.0,REBALANCE! Add bikes,4.0,1.0
Harry Bridges Plaza (Ferry Building),3,3.96153846154,-2.755656108597285,3.2692307692307692,San Francisco,23.0,REBALANCE! Add bikes,7.0,1.0
Harry Bridges Plaza (Ferry Building),4,-0.269230769231,-4.3974358974358978,2.5850202429149798,San Francisco,23.0,DO NOT REBALANCE!,5.0,3.0
Harry Bridges Plaza (Ferry Building),5,1.14814814815,-2.074074074074074,2.4035759897828868,San Francisco,23.0,DO NOT REBALANCE!,4.0,2.0
Harry Bridges Plaza (Ferry Building),6,-1.18518518519,-1.5348148148148151,1.8994708994708995,San Francisco,23.0,DO NOT REBALANCE!,1.0,4.0
Howard at 2nd,0,2.84615384615,-1.5384615384615385,1.6538461538461537,San Francisco,19.0,REBALANCE! Add bikes,5.0,2.0
Howard at 2nd,1,1.57692307692,-1.8041958041958042,1.7668269230769231,San Francisco,19.0,DO NOT REBALANCE!,4.0,1.0
Howard at 2nd,2,1.11538461538,-0.99538461538461542,1.6465201465201464,San Francisco,19.0,DO NOT REBALANCE!,3.0,1.0
Howard at 2nd,3,2.88461538462,-0.97157190635451496,1.0413105413105415,San Francisco,19.0,REBALANCE! Add bikes,4.0,2.0
Howard at 2nd,4,2.42307692308,-1.5183150183150182,1.5369230769230771,San Francisco,19.0,REBALANCE! Add bikes,4.0,1.0
Howard at 2nd,5,0.259259259259,-0.96893667861409805,1.0185185185185184,San Francisco,19.0,DO NOT REBALANCE!,2.0,1.0
Howard at 2nd,6,-0.259259259259,-0.64983164983164987,0.77925925925925932,San Francisco,19.0,DO NOT REBALANCE!,1.0,2.0
Japantown,0,0.653846153846,-0.61936339522546424,0.70329670329670335,San Jose,15.0,DO NOT REBALANCE!,2.0,1.0
Japantown,1,0.84,-0.58999999999999997,0.66000000000000003,San Jose,15.0,REBALANCE! Add bikes,2.0,1.0
Japantown,2,0.346153846154,-0.61888111888111885,0.76495726495726502,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
Japantown,3,1.34615384615,-0.49615384615384628,0.55384615384615365,San Jose,15.0,REBALANCE! Add bikes,2.0,1.0
Japantown,4,0.5,-0.59090909090909094,0.5,San Jose,15.0,,2.0,0.0
Japantown,5,-0.12,-0.38,0.38923076923076921,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
Japantown,6,-0.08,-0.5956756756756757,0.69111111111111112,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
MLK Library,0,3.04,-0.80666666666666664,0.77249999999999996,San Jose,19.0,REBALANCE! Add bikes,4.0,3.0
MLK Library,1,1.92307692308,-0.57932692307692313,0.59544159544159547,San Jose,19.0,REBALANCE! Add bikes,3.0,2.0
MLK Library,2,3.03846153846,-0.66346153846153832,0.84389140271493224,San Jose,19.0,REBALANCE! Add bikes,4.0,3.0
MLK Library,3,2.38461538462,-0.7027972027972027,0.61538461538461542,San Jose,19.0,REBALANCE! Add bikes,4.0,2.0
MLK Library,4,2.28,-0.66888888888888864,0.79407407407407415,San Jose,19.0,REBALANCE! Add bikes,3.0,2.0
MLK Library,5,0.333333333333,-0.48717948717948717,0.62318840579710155,San Jose,19.0,DO NOT REBALANCE!,1.0,1.0
MLK Library,6,0.0,-0.70588235294117652,0.91304347826086951,San Jose,19.0,DO NOT REBALANCE!,1.0,1.0
Market at 10th,0,-4.55555555556,-1.4444444444444446,1.5972222222222219,San Francisco,27.0,REBALANCE! Remove bikes,4.0,7.0
Market at 10th,1,-1.88461538462,-2.0101214574898787,1.917948717948718,San Francisco,27.0,DO NOT REBALANCE!,1.0,4.0
Market at 10th,2,-6.0,-1.2380952380952381,1.6500000000000004,San Francisco,27.0,REBALANCE! Remove bikes,5.0,8.0
Market at 10th,3,-4.76923076923,-1.6518218623481786,1.9358974358974357,San Francisco,27.0,REBALANCE! Remove bikes,4.0,7.0
Market at 10th,4,-4.65384615385,-1.5226244343891402,1.5797720797720802,San Francisco,27.0,REBALANCE! Remove bikes,4.0,7.0
Market at 10th,5,-1.11111111111,-1.1196581196581197,0.98611111111111116,San Francisco,27.0,DO NOT REBALANCE!,1.0,3.0
Market at 10th,6,-0.740740740741,-0.7592592592592593,1.065065065065065,San Francisco,27.0,DO NOT REBALANCE!,1.0,2.0
Market at 4th,0,-2.57692307692,-1.9013377926421406,1.7890442890442892,San Francisco,19.0,REBALANCE! Remove bikes,1.0,5.0
Market at 4th,1,0.538461538462,-1.5014245014245013,2.0448717948717952,San Francisco,19.0,DO NOT REBALANCE!,3.0,2.0
Market at 4th,2,0.5,-1.1800000000000002,1.0600000000000001,San Francisco,19.0,DO NOT REBALANCE!,2.0,1.0
Market at 4th,3,0.576923076923,-2.0954415954415957,2.0641025641025639,San Francisco,19.0,DO NOT REBALANCE!,3.0,2.0
Market at 4th,4,-1.84615384615,-2.5016722408026753,1.7579185520361993,San Francisco,19.0,DO NOT REBALANCE!,1.0,4.0
Market at 4th,5,1.2962962963,-1.8962962962962964,1.9037037037037039,San Francisco,19.0,DO NOT REBALANCE!,4.0,1.0
Market at 4th,6,4.25925925926,-1.9378306878306879,2.7050264550264549,San Francisco,19.0,REBALANCE! Add bikes,7.0,2.0
Market at Sansome,0,9.57692307692,-2.2912087912087911,2.3814102564102573,San Francisco,27.0,REBALANCE! Add bikes,12.0,8.0
Market at Sansome,1,8.65384615385,-2.1738461538461529,2.3806366047745371,San Francisco,27.0,REBALANCE! Add bikes,11.0,7.0
Market at Sansome,2,8.07692307692,-2.1969230769230768,2.6230769230769226,San Francisco,27.0,REBALANCE! Add bikes,11.0,6.0
Market at Sansome,3,8.57692307692,-2.3160535117056851,2.7564102564102573,San Francisco,27.0,REBALANCE! Add bikes,11.0,6.0
Market at Sansome,4,8.73076923077,-2.2545787545787537,2.6501831501831514,San Francisco,27.0,REBALANCE! Add bikes,11.0,7.0
Market at Sansome,5,-2.51851851852,-1.0814814814814815,1.5974658869395713,San Francisco,27.0,REBALANCE! Remove bikes,2.0,5.0
Market at Sansome,6,-0.222222222222,-1.6920634920634923,1.7676767676767677,San Francisco,27.0,DO NOT REBALANCE!,2.0,2.0
Mechanics Plaza (Market at Battery),0,-2.03703703704,-1.5343915343915344,2.2979066022544283,San Francisco,19.0,REBALANCE! Remove bikes,1.0,5.0
Mechanics Plaza (Market at Battery),1,-0.730769230769,-1.4358974358974357,2.1950549450549448,San Francisco,19.0,DO NOT REBALANCE!,1.0,3.0
Mechanics Plaza (Market at Battery),2,-0.115384615385,-1.4679487179487178,1.5364372469635628,San Francisco,19.0,DO NOT REBALANCE!,2.0,2.0
Mechanics Plaza (Market at Battery),3,-3.11538461538,-0.96794871794871762,1.4963369963369964,San Francisco,19.0,REBALANCE! Remove bikes,3.0,5.0
Mechanics Plaza (Market at Battery),4,0.538461538462,-1.3384615384615386,1.3580901856763927,San Francisco,19.0,DO NOT REBALANCE!,2.0,1.0
Mechanics Plaza (Market at Battery),5,-0.111111111111,-0.93434343434343425,1.1111111111111112,San Francisco,19.0,DO NOT REBALANCE!,1.0,2.0
Mechanics Plaza (Market at Battery),6,-0.888888888889,-0.69444444444444442,0.92460317460317454,San Francisco,19.0,REBALANCE! Remove bikes,1.0,2.0
Mezes Park,0,0.235294117647,-0.1638655462184874,0.15359477124183007,Redwood City,15.0,REBALANCE! Add bikes,1.0,1.0
Mezes Park,1,0.260869565217,-0.19635343618513323,0.18357487922705312,Redwood City,15.0,REBALANCE! Add bikes,1.0,1.0
Mezes Park,2,-0.0526315789474,-0.13784461152882205,0.13263157894736843,Redwood City,15.0,DO NOT REBALANCE!,1.0,1.0
Mezes Park,3,0.0,-0.14999999999999999,0.15789473684210525,Redwood City,15.0,DO NOT REBALANCE!,1.0,1.0
Mezes Park,4,0.0526315789474,-0.21929824561403508,0.22514619883040937,Redwood City,15.0,DO NOT REBALANCE!,1.0,1.0
Mezes Park,5,-0.0909090909091,-0.1818181818181818,0.090909090909090912,Redwood City,15.0,DO NOT REBALANCE!,1.0,1.0
Mezes Park,6,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
Mountain View Caltrain Station,0,0.230769230769,-1.415954415954416,0.81468531468531458,Mountain View,23.0,DO NOT REBALANCE!,2.0,1.0
Mountain View Caltrain Station,1,-0.0384615384615,-0.92582417582417587,1.1074270557029178,Mountain View,23.0,DO NOT REBALANCE!,1.0,2.0
Mountain View Caltrain Station,2,-0.461538461538,-1.244343891402715,1.0769230769230771,Mountain View,23.0,DO NOT REBALANCE!,1.0,2.0
Mountain View Caltrain Station,3,0.0,-1.4666666666666666,1.2352941176470589,Mountain View,23.0,DO NOT REBALANCE!,2.0,2.0
Mountain View Caltrain Station,4,0.230769230769,-0.94505494505494503,0.9358974358974359,Mountain View,23.0,DO NOT REBALANCE!,2.0,1.0
Mountain View Caltrain Station,5,0.833333333333,-0.5,0.58771929824561397,Mountain View,23.0,REBALANCE! Add bikes,2.0,1.0
Mountain View Caltrain Station,6,1.37037037037,-0.60113960113960119,0.62962962962962954,Mountain View,23.0,REBALANCE! Add bikes,2.0,1.0
Mountain View City Hall,0,-0.0384615384615,-0.59010989010989012,0.5146520146520146,Mountain View,15.0,DO NOT REBALANCE!,1.0,1.0
Mountain View City Hall,1,0.653846153846,-0.43509615384615385,0.66194331983805677,Mountain View,15.0,DO NOT REBALANCE!,2.0,1.0
Mountain View City Hall,2,0.423076923077,-0.68394648829431437,0.57692307692307687,Mountain View,15.0,DO NOT REBALANCE!,2.0,1.0
Mountain View City Hall,3,1.15384615385,-0.56561085972850667,0.59615384615384626,Mountain View,15.0,REBALANCE! Add bikes,2.0,1.0
Mountain View City Hall,4,0.538461538462,-0.57179487179487176,0.55244755244755239,Mountain View,15.0,DO NOT REBALANCE!,2.0,1.0
Mountain View City Hall,5,-0.142857142857,-0.40259740259740256,0.59740259740259738,Mountain View,15.0,DO NOT REBALANCE!,1.0,1.0
Mountain View City Hall,6,-0.4,-0.40000000000000002,0.40000000000000002,Mountain View,15.0,,0.0,1.0
Palo Alto Caltrain Station,0,0.0,-0.42857142857142855,0.5,Palo Alto,23.0,DO NOT REBALANCE!,1.0,1.0
Palo Alto Caltrain Station,1,0.384615384615,-0.64777327935222673,0.61538461538461542,Palo Alto,23.0,DO NOT REBALANCE!,2.0,1.0
Palo Alto Caltrain Station,2,-1.07692307692,-0.53021978021978033,0.48601398601398593,Palo Alto,23.0,REBALANCE! Remove bikes,1.0,2.0
Palo Alto Caltrain Station,3,-0.230769230769,-0.59065934065934056,0.59440559440559437,Palo Alto,23.0,DO NOT REBALANCE!,1.0,1.0
Palo Alto Caltrain Station,4,0.423076923077,-0.46853146853146854,0.4958419958419959,Palo Alto,23.0,DO NOT REBALANCE!,1.0,1.0
Palo Alto Caltrain Station,5,-0.0869565217391,-0.46859903381642515,0.43989769820971869,Palo Alto,23.0,DO NOT REBALANCE!,1.0,1.0
Palo Alto Caltrain Station,6,0.416666666667,-0.41666666666666669,0.49637681159420283,Palo Alto,23.0,DO NOT REBALANCE!,1.0,1.0
Park at Olive,0,-0.272727272727,-0.27727272727272734,0.16746411483253587,Palo Alto,15.0,DO NOT REBALANCE!,1.0,1.0
Park at Olive,1,-0.411764705882,-0.32156862745098036,0.29411764705882348,Palo Alto,15.0,REBALANCE! Remove bikes,1.0,1.0
Park at Olive,2,0.181818181818,-0.23181818181818181,0.25296442687747034,Palo Alto,15.0,DO NOT REBALANCE!,1.0,1.0
Park at Olive,3,0.047619047619,-0.22408963585434175,0.34126984126984128,Palo Alto,15.0,DO NOT REBALANCE!,1.0,1.0
Park at Olive,4,-0.05,-0.45000000000000001,0.43095238095238092,Palo Alto,15.0,DO NOT REBALANCE!,1.0,1.0
Park at Olive,5,0.0,-0.33333333333333331,0.46153846153846156,Palo Alto,15.0,DO NOT REBALANCE!,1.0,1.0
Park at Olive,6,-0.0625,-0.27083333333333331,0.19583333333333333,Palo Alto,15.0,DO NOT REBALANCE!,1.0,1.0
Paseo de San Antonio,0,0.538461538462,-0.68660968660968658,0.6096866096866097,San Jose,15.0,DO NOT REBALANCE!,2.0,1.0
Paseo de San Antonio,1,0.346153846154,-0.66433566433566438,0.52884615384615385,San Jose,15.0,DO NOT REBALANCE!,2.0,1.0
Paseo de San Antonio,2,0.0384615384615,-0.57417582417582413,0.50699300699300698,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
Paseo de San Antonio,3,-0.0384615384615,-0.50699300699300698,0.55698005698005693,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
Paseo de San Antonio,4,1.23076923077,-0.58371040723981904,0.48351648351648335,San Jose,15.0,REBALANCE! Add bikes,2.0,1.0
Paseo de San Antonio,5,0.0,-0.4375,0.53846153846153844,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
Paseo de San Antonio,6,0.481481481481,-0.55555555555555558,0.5185185185185186,San Jose,15.0,DO NOT REBALANCE!,2.0,1.0
Post at Kearny,0,-0.576923076923,-1.7564102564102566,1.9102564102564101,,,DO NOT REBALANCE!,2.0,3.0
Post at Kearny,1,-0.115384615385,-1.2375565610859729,1.3653846153846154,,,DO NOT REBALANCE!,2.0,2.0
Post at Kearny,2,-1.15384615385,-1.3076923076923079,1.687179487179487,,,DO NOT REBALANCE!,1.0,3.0
Post at Kearny,3,0.961538461538,-1.8133903133903133,1.617408906882591,,,DO NOT REBALANCE!,3.0,1.0
Post at Kearny,4,-2.76923076923,-1.164102564102564,1.4358974358974359,,,REBALANCE! Remove bikes,2.0,5.0
Post at Kearny,5,0.5,-0.87037037037037035,1.1538461538461537,,,DO NOT REBALANCE!,2.0,1.0
Post at Kearny,6,-0.481481481481,-0.8310185185185186,0.70370370370370372,,,DO NOT REBALANCE!,1.0,2.0
Powell Street BART,0,2.19230769231,-0.97491638795986635,1.1018099547511309,San Francisco,19.0,REBALANCE! Add bikes,4.0,2.0
Powell Street BART,1,3.88461538462,-2.0698005698005697,1.707977207977208,San Francisco,19.0,REBALANCE! Add bikes,6.0,3.0
Powell Street BART,2,4.88461538462,-1.4179487179487182,1.8573200992555829,San Francisco,19.0,REBALANCE! Add bikes,7.0,4.0
Powell Street BART,3,2.38461538462,-1.5384615384615383,1.6153846153846154,San Francisco,19.0,REBALANCE! Add bikes,4.0,1.0
Powell Street BART,4,3.65384615385,-1.6538461538461537,2.0128205128205132,San Francisco,19.0,REBALANCE! Add bikes,6.0,2.0
Powell Street BART,5,3.33333333333,-1.6000000000000001,1.7666666666666662,San Francisco,19.0,REBALANCE! Add bikes,5.0,2.0
Powell Street BART,6,2.55555555556,-1.8282828282828281,1.4844444444444447,San Francisco,19.0,REBALANCE! Add bikes,5.0,2.0
Powell at Post (Union Square),0,-5.46153846154,-1.4313186813186816,1.7029177718832891,San Francisco,19.0,REBALANCE! Remove bikes,5.0,8.0
Powell at Post (Union Square),1,-6.80769230769,-1.6923076923076925,1.9381270903010028,San Francisco,19.0,REBALANCE! Remove bikes,6.0,9.0
Powell at Post (Union Square),2,-6.11538461538,-1.4679487179487181,1.4070512820512819,San Francisco,19.0,REBALANCE! Remove bikes,5.0,8.0
Powell at Post (Union Square),3,-6.65384615385,-1.3846153846153841,1.493846153846154,San Francisco,19.0,REBALANCE! Remove bikes,6.0,9.0
Powell at Post (Union Square),4,-5.42307692308,-1.2169230769230763,1.5830769230769235,San Francisco,19.0,REBALANCE! Remove bikes,5.0,8.0
Powell at Post (Union Square),5,-1.88888888889,-1.3535353535353534,1.1688888888888889,San Francisco,19.0,REBALANCE! Remove bikes,1.0,4.0
Powell at Post (Union Square),6,-0.259259259259,-1.2824074074074074,1.4992592592592593,San Francisco,19.0,DO NOT REBALANCE!,2.0,2.0
Redwood City Caltrain Station,0,-0.304347826087,-0.32723112128146448,0.27101449275362322,Redwood City,25.0,DO NOT REBALANCE!,1.0,1.0
Redwood City Caltrain Station,1,-0.28,-0.28000000000000003,0.35692307692307695,Redwood City,25.0,,0.0,1.0
Redwood City Caltrain Station,2,-0.04,-0.28142857142857147,0.3092307692307692,Redwood City,25.0,DO NOT REBALANCE!,1.0,1.0
Redwood City Caltrain Station,3,-0.32,-0.37999999999999995,0.32000000000000001,Redwood City,25.0,DO NOT REBALANCE!,1.0,1.0
Redwood City Caltrain Station,4,-0.08,-0.2533333333333333,0.38,Redwood City,25.0,DO NOT REBALANCE!,1.0,1.0
Redwood City Caltrain Station,5,0.1,-0.26666666666666666,0.28095238095238095,Redwood City,25.0,DO NOT REBALANCE!,1.0,1.0
Redwood City Caltrain Station,6,-0.235294117647,-0.24089635854341734,0.23529411764705882,Redwood City,25.0,DO NOT REBALANCE!,1.0,1.0
Redwood City Medical Center,0,-0.166666666667,-0.33333333333333337,0.16666666666666666,Redwood City,15.0,DO NOT REBALANCE!,1.0,1.0
Redwood City Medical Center,1,-0.125,-0.25,0.125,Redwood City,15.0,DO NOT REBALANCE!,1.0,1.0
Redwood City Medical Center,2,-0.0833333333333,-0.13095238095238093,0.083333333333333329,Redwood City,15.0,DO NOT REBALANCE!,1.0,1.0
Redwood City Medical Center,3,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
Redwood City Medical Center,4,-0.125,-0.30357142857142855,0.30681818181818182,Redwood City,15.0,DO NOT REBALANCE!,1.0,1.0
Redwood City Medical Center,5,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
Redwood City Medical Center,6,0.0,False,False,Redwood City,15.0,,0.0,0.0
Redwood City Public Library,0,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
Redwood City Public Library,1,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
Redwood City Public Library,2,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
Redwood City Public Library,3,0.125,-0.125,0.20833333333333331,Redwood City,15.0,DO NOT REBALANCE!,1.0,1.0
Redwood City Public Library,4,-0.142857142857,-0.2857142857142857,0.14285714285714285,Redwood City,15.0,DO NOT REBALANCE!,1.0,1.0
Redwood City Public Library,5,-0.285714285714,-0.4642857142857143,0.2857142857142857,Redwood City,15.0,DO NOT REBALANCE!,1.0,1.0
Redwood City Public Library,6,0.0,0.0,0.0,Redwood City,15.0,,0.0,0.0
Rengstorff Avenue / California Street,0,0.217391304348,-0.52173913043478259,0.62260869565217392,Mountain View,15.0,DO NOT REBALANCE!,1.0,1.0
Rengstorff Avenue / California Street,1,-0.2,-0.33333333333333331,0.38518518518518519,Mountain View,15.0,DO NOT REBALANCE!,1.0,1.0
Rengstorff Avenue / California Street,2,-0.208333333333,-0.29166666666666663,0.25833333333333336,Mountain View,15.0,DO NOT REBALANCE!,1.0,1.0
Rengstorff Avenue / California Street,3,-0.346153846154,-0.51098901098901095,0.55305039787798405,Mountain View,15.0,DO NOT REBALANCE!,1.0,1.0
Rengstorff Avenue / California Street,4,-0.04,-0.33037037037037037,0.25739130434782609,Mountain View,15.0,DO NOT REBALANCE!,1.0,1.0
Rengstorff Avenue / California Street,5,-0.105263157895,-0.4331983805668016,0.34335839598997492,Mountain View,15.0,DO NOT REBALANCE!,1.0,1.0
Rengstorff Avenue / California Street,6,0.181818181818,-0.24848484848484848,0.34759358288770054,Mountain View,15.0,DO NOT REBALANCE!,1.0,1.0
Ryland Park,0,0.35,-0.71363636363636362,0.78333333333333333,San Jose,15.0,DO NOT REBALANCE!,2.0,1.0
Ryland Park,1,-0.45,-0.65714285714285725,0.58636363636363642,San Jose,15.0,DO NOT REBALANCE!,1.0,2.0
Ryland Park,2,-0.761904761905,-0.49896480331262949,0.63690476190476186,San Jose,15.0,REBALANCE! Remove bikes,1.0,2.0
Ryland Park,3,-0.571428571429,-0.51190476190476186,0.5714285714285714,San Jose,15.0,REBALANCE! Remove bikes,1.0,2.0
Ryland Park,4,-0.85,-0.76111111111111118,0.67352941176470582,San Jose,15.0,REBALANCE! Remove bikes,1.0,2.0
Ryland Park,5,-0.222222222222,-0.49206349206349209,0.40972222222222221,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
Ryland Park,6,0.117647058824,-0.76470588235294124,0.88235294117647056,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
SJSU - San Salvador at 9th,0,0.0,-0.40000000000000002,0.54545454545454541,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
SJSU - San Salvador at 9th,1,0.2,-0.34285714285714286,0.46666666666666662,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
SJSU - San Salvador at 9th,2,0.153846153846,-0.82051282051282048,0.84615384615384615,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
SJSU - San Salvador at 9th,3,-0.0833333333333,-0.41666666666666669,0.61904761904761907,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
SJSU - San Salvador at 9th,4,0.08,-0.49935483870967745,0.50620689655172413,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
SJSU - San Salvador at 9th,5,0.166666666667,-0.5,0.55747126436781613,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
SJSU - San Salvador at 9th,6,-0.0416666666667,-0.35833333333333334,0.38782051282051283,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
SJSU 4th at San Carlos,0,0.44,-0.3775,0.2742857142857143,San Jose,19.0,REBALANCE! Add bikes,1.0,1.0
